line,loc,DTT,PH,EW
MG_270,LN,71,176.8,147
MG_271,BJ,62,218,72
MG_271,HeB,60,193,100.1
MG_271,HN,59,175.9,69.6
MG_271,JL,81,202.75,139.4
MG_271,LN,NA,NA,NA
MG_272,BJ,67,209.6,30
MG_272,HeB,64,185.8,NA
MG_272,HN,58,185.25,34
MG_272,JL,86,230.75,16
MG_272,LN,76,214.95,70
MG_273,BJ,66,204.8,74
MG_273,HeB,60,186.8,75.75
MG_273,HN,60,176.8,48.8
MG_273,JL,86,227,74.2
MG_273,LN,78,190.25,103.75
MG_274,BJ,62,269,113.33
MG_274,HeB,53,253.75,127.8
MG_274,HN,55,226,94.2
MG_274,JL,74,224.4,130.8
MG_274,LN,68,250.8,133
MG_275,BJ,63,234.75,32
MG_275,HeB,55,232,NA
MG_275,HN,57,206.8,45.6
MG_275,JL,81,247.4,42.6
MG_275,LN,NA,232,66.25
MG_276,BJ,66,228.6,65
MG_276,HeB,58,221,84.3
MG_276,HN,66,213.3,17.8
MG_276,JL,84,244.5,57
MG_276,LN,75,223.6,85
MG_277,BJ,65,214,106
MG_277,HeB,60,208,104.7
MG_277,HN,64,205.2,79.2
MG_277,JL,82,255.25,129.4
MG_277,LN,73,206.2,133
MG_278,BJ,63,190.2,76.67
MG_278,HeB,55,145,71.38
MG_278,HN,60,168.5,63.4
MG_278,JL,79,210,76.8
MG_278,LN,73,180.2,105
MG_279,BJ,66,241,86.67
MG_279,HeB,61,224.8,97
MG_279,HN,62,211.5,75.6
MG_279,JL,80,NA,100.4
MG_279,LN,74,262.25,145
MG_280,BJ,58,227.25,33.33
MG_280,HeB,54,206.6,111
MG_280,HN,59,193.8,73.4
MG_280,JL,74,216,73.8
MG_280,LN,70,209.84,98
MG_281,BJ,63,209.6,98
MG_281,HeB,54,162.75,98.88
MG_281,HN,55,162.2,86.4
MG_281,JL,85,223.75,105.8
MG_281,LN,73,202.8,138
MG_282,BJ,62,204.4,58
MG_282,HeB,57,182,92
MG_282,HN,59,194.2,55
MG_282,JL,83,209.8,67
MG_282,LN,70,212.6,96
MG_283,BJ,61,205,38
MG_283,HeB,56,165.25,66.5
MG_283,HN,56,173.5,65
MG_283,JL,81,210.75,95
MG_283,LN,70,197.8,87.5
MG_284,BJ,63,244,60
MG_284,HeB,55,222,91.75
MG_284,HN,56,206,46.6
MG_284,JL,80,237.67,NA
MG_284,LN,71,259.75,100
MG_285,BJ,57,245.2,56.67
MG_285,HeB,55,234,83.2
MG_285,HN,56,196.88,79.2
MG_285,JL,76,239.5,26.2
MG_285,LN,69,247.8,117
MG_286,BJ,62,202,86.67
MG_286,HeB,55,186,82.1
MG_286,HN,58,212,90.6
MG_286,JL,83,234,90.8
MG_286,LN,70,218,109
MG_287,BJ,63,215.4,60
MG_287,HeB,59,197,74.38
MG_287,HN,57,191,49
MG_287,JL,83,227.2,NA
MG_287,LN,73,213.2,81
MG_288,BJ,68,238,103.33
MG_288,HeB,63,215,111.7
MG_288,HN,63,214,80
MG_288,JL,84,230.4,134
MG_288,LN,77,222.86,124
MG_289,BJ,65,246.8,96.67
MG_289,HeB,61,128,70
MG_289,HN,58,229.25,66.4
MG_289,JL,81,240.5,86
MG_289,LN,68,234.8,102
MG_290,BJ,61,270.5,116
MG_290,HeB,55,247.8,123.25
MG_290,HN,64,186.5,71.2
MG_290,JL,81,250,118.4
MG_290,LN,74,250,166.25
MG_291,BJ,61,210.5,90
MG_291,HeB,56,190,129.84
MG_291,HN,60,173.6,87.4
MG_291,JL,75,210.8,109.8
MG_291,LN,72,206,178
MG_292,BJ,66,238.33,NA
MG_292,HeB,64,191,NA
MG_292,HN,61,189.17,35.33
MG_292,JL,84,169,116.6
MG_292,LN,72,207,80
MG_293,BJ,66,203.6,120
MG_293,HeB,61,173.75,96.9
MG_293,HN,57,175,94.4
MG_293,JL,86,196.6,82.2
MG_293,LN,77,192.6,105
MG_294,BJ,65,216.6,107.5
MG_294,HeB,58,224.4,110.5
MG_294,HN,70,123.5,19
MG_294,JL,81,201.4,152.6
MG_294,LN,68,224,138
MG_295,BJ,61,220.6,124
MG_295,HeB,55,210,101.4
MG_295,HN,57,206.25,74.2
MG_295,JL,78,206.2,94.4
MG_295,LN,69,217.25,136
MG_296,BJ,67,218.2,113.33
MG_296,HeB,64,260.75,93.5
MG_296,HN,67,207.4,70.8
MG_296,JL,84,257,72
MG_296,LN,70,257.1,150
MG_297,BJ,64,231.2,94
MG_297,HeB,60,195.75,90.88
MG_297,HN,58,185.2,71.2
MG_297,JL,86,230,93.6
MG_297,LN,72,222.2,111
MG_298,BJ,66,194.2,130
MG_298,HeB,56,172.25,123.3
MG_298,HN,59,178.2,106.6
MG_298,JL,83,210,172.6
MG_298,LN,71,195.5,125
MG_299,BJ,54,189,58
MG_299,HeB,53,188.6,69.3
MG_299,HN,54,178,58.8
MG_299,JL,71,226.2,103.2
MG_299,LN,68,237.62,110
MG_300,BJ,60,236,98
MG_300,HeB,55,194.8,79.83
MG_300,HN,57,180.4,55.8
MG_300,JL,79,226.6,93
MG_300,LN,68,220.75,128
MG_301,BJ,65,223.8,102.5
MG_301,HeB,57,190.5,92.2
MG_301,HN,58,179.4,63.8
MG_301,JL,83,206.75,69.6
MG_301,LN,68,198.2,90
MG_302,BJ,64,212.2,88
MG_302,HeB,61,197.75,90.5
MG_302,HN,58,169,74
MG_302,JL,84,205,109
MG_302,LN,76,187.32,95
MG_303,BJ,65,240.2,110
MG_303,HeB,60,235.25,92
MG_303,HN,62,204.8,59.4
MG_303,JL,83,226.8,93.6
MG_303,LN,78,228.35,130
MG_304,BJ,65,238.4,94
MG_304,HeB,58,225.6,122.5
MG_304,HN,63,220.75,78
MG_304,JL,84,233,124.8
MG_304,LN,74,238.8,112.5
MG_305,BJ,59,223.6,78
MG_305,HeB,55,205,89.83
MG_305,HN,56,200.8,71
MG_305,JL,77,206,89.4
MG_305,LN,68,230.18,136.67
MG_306,BJ,65,268.6,118
MG_306,HeB,57,244.5,112.6
MG_306,HN,59,192.5,82.4
MG_306,JL,80,247.5,141.6
MG_306,LN,71,279.8,127.5
MG_307,BJ,65,245.2,87.5
MG_307,HeB,58,201.25,113.83
MG_307,HN,71,NA,NA
MG_307,JL,86,214,120
MG_307,LN,73,220.95,105
MG_308,BJ,64,226.5,103.33
MG_308,HeB,62,199.4,61.6
MG_308,HN,59,193.75,59
MG_308,JL,75,228.5,142.2
MG_308,LN,69,230.75,127.5
MG_309,BJ,62,204.2,50
MG_309,HeB,58,164.6,47
MG_309,HN,57,143.25,32.8
MG_309,JL,83,203,133.5
MG_309,LN,73,200.6,70
MG_310,BJ,64,225,46
MG_310,HeB,61,222.8,103
MG_310,HN,61,189,42.8
MG_310,JL,80,221.6,114.8
MG_310,LN,73,200,157.5
MG_311,BJ,60,227.6,60
MG_311,HeB,58,232.6,92.25
MG_311,HN,60,211.1,68.8
MG_311,JL,76,250.75,65.4
MG_311,LN,70,226.44,76.25
MG_312,BJ,67,217,55
MG_312,HeB,56,200,127.7
MG_312,HN,60,183.8,84.2
MG_312,JL,81,221.4,132.8
MG_312,LN,76,227.6,170
MG_313,BJ,65,190.75,100
MG_313,HeB,60,174.4,87.8
MG_313,HN,58,141.8,60
MG_313,JL,84,178.4,101.4
MG_313,LN,72,183.25,154
MG_314,BJ,62,259.25,96.67
MG_314,HeB,58,235.25,115.5
MG_314,HN,56,220.6,73.8
MG_314,JL,84,248.25,86.2
MG_314,LN,78,258.5,116.25
MG_315,BJ,65,235,113.33
MG_315,HeB,56,186.5,76.7
MG_315,HN,59,188.4,75.8
MG_315,JL,80,219,133.6
MG_315,LN,67,214.6,137
MG_316,BJ,66,222.4,100
MG_316,HeB,56,183,96
MG_316,HN,57,195.8,76
MG_316,JL,79,204.4,123.6
MG_316,LN,70,218,144
MG_317,BJ,65,203.2,117.5
MG_317,HeB,55,181.8,NA
MG_317,HN,57,173,45.8
MG_317,JL,87,180,NA
MG_317,LN,73,181.35,NA
MG_318,BJ,59,216.5,80
MG_318,HeB,54,188,83
MG_318,HN,58,184.75,80.2
MG_318,JL,78,193.5,132.2
MG_318,LN,70,205.3,123
MG_319,BJ,66,240,100
MG_319,HeB,62,176.6,85.88
MG_319,HN,58,173.5,87.6
MG_319,JL,84,216.4,96
MG_319,LN,73,237.5,118
MG_320,BJ,66,230.4,90
MG_320,HeB,61,229.25,83.25
MG_320,HN,62,216.8,69.2
MG_320,JL,85,222,35.4
MG_320,LN,77,230.25,77.5
MG_321,BJ,66,235.4,86
MG_321,HeB,61,236.75,80.38
MG_321,HN,61,210.75,56.5
MG_321,JL,77,243.5,130.4
MG_321,LN,71,266.12,134
MG_322,BJ,61,200.2,70
MG_322,HeB,56,178,79.4
MG_322,HN,64,143.4,44
MG_322,JL,74,219.75,103.4
MG_322,LN,69,200.46,117
MG_323,BJ,68,195.6,72.5
MG_323,HeB,55,182.25,85.62
MG_323,HN,60,163,56.2
MG_323,JL,83,192.75,114
MG_323,LN,74,214.25,111
MG_324,BJ,63,188.6,120
MG_324,HeB,56,207.25,74.4
MG_324,HN,57,149,65.2
MG_324,JL,79,208.6,97.2
MG_324,LN,71,220.5,122
MG_325,BJ,64,221.2,84
MG_325,HeB,58,175,72.75
MG_325,HN,63,157.25,59.8
MG_325,JL,79,202,99.6
MG_325,LN,71,221.65,142
MG_326,BJ,63,231.25,110
MG_326,HeB,60,200.8,108.62
MG_326,HN,58,187.2,85.4
MG_326,JL,76,218,104.8
MG_326,LN,75,229.06,143.75
MG_327,BJ,68,220,93.33
MG_327,HeB,62,215.4,85.38
MG_327,HN,59,220.6,75.4
MG_327,JL,91,248.75,77.4
MG_327,LN,76,244,112
MG_328,BJ,67,227.5,90
MG_328,HeB,60,208,102.7
MG_328,HN,59,176,88.6
MG_328,JL,84,220.5,75
MG_328,LN,75,229.03,123
MG_329,BJ,63,190.4,94
MG_329,HeB,60,155.4,87
MG_329,HN,58,150,73.8
MG_329,JL,77,197,138
MG_329,LN,74,186.9,151
MG_330,BJ,59,172,60
MG_330,HeB,57,151,86.6
MG_330,HN,54,147.8,81.8
MG_330,JL,74,192.25,76.2
MG_330,LN,70,178.72,89
MG_331,BJ,64,253.6,110
MG_331,HeB,57,224.6,100.9
MG_331,HN,56,211.2,74.2
MG_331,JL,74,264.4,101.4
MG_331,LN,69,241,118
MG_332,BJ,67,251,42
MG_332,HeB,62,237,64.5
MG_332,HN,59,235.2,65.25
MG_332,JL,84,NA,86.6
MG_332,LN,73,258.5,89
MG_333,BJ,56,222.6,72.5
MG_333,HeB,55,203.75,84
MG_333,HN,54,195.4,84.4
MG_333,JL,73,221.75,153.2
MG_333,LN,72,228.57,131.25
MG_334,BJ,68,232.6,74
MG_334,HeB,61,219,71.4
MG_334,HN,63,205.8,56.2
MG_334,JL,89,240,67.6
MG_334,LN,78,229.6,121
MG_335,BJ,63,230,86.67
MG_335,HeB,58,196.8,100.7
MG_335,HN,59,183.5,82.6
MG_335,JL,77,204.4,NA
MG_335,LN,72,205.25,120
MG_336,BJ,63,241.25,132
MG_336,HeB,55,206.5,103.5
MG_336,HN,69,126,NA
MG_336,JL,80,213,114.4
MG_336,LN,71,225.8,100
MG_337,BJ,65,177,90
MG_337,HeB,58,196.6,107.2
MG_337,HN,58,168,81.2
MG_337,JL,79,180,95.8
MG_337,LN,74,182.8,126
MG_338,BJ,64,223.5,73.33
MG_338,HeB,57,183,108.7
MG_338,HN,61,175,80
MG_338,JL,83,188,89.6
MG_338,LN,72,215.6,108
MG_339,BJ,60,228,70
MG_339,HeB,58,206,62.67
MG_339,HN,64,175.8,57
MG_339,JL,74,228.25,112.8
MG_339,LN,70,214.25,106
MG_340,BJ,62,228.25,120
MG_340,HeB,54,207,94.67
MG_340,HN,53,214,74.2
MG_340,JL,76,210.5,62.4
MG_340,LN,71,233,149
MG_341,BJ,64,269.6,42.5
MG_341,HeB,56,236.2,109.25
MG_341,HN,63,242.4,81.4
MG_341,JL,83,246.25,119.2
MG_341,LN,73,237.2,85
MG_342,BJ,64,243,106.67
MG_342,HeB,58,217.8,118.2
MG_342,HN,57,217.8,75
MG_342,JL,83,209.25,108.8
MG_342,LN,72,236.6,120
MG_343,BJ,61,234,70
MG_343,HeB,54,227.5,100.3
MG_343,HN,55,222.2,87
MG_343,JL,76,248.4,160.4
MG_343,LN,68,254.75,125
MG_344,BJ,68,176.6,56.67
MG_344,HeB,56,160.75,91.12
MG_344,HN,60,184.2,109.4
MG_344,JL,83,210.2,100
MG_344,LN,78,206.53,NA
MG_345,BJ,73,189,30
MG_345,HeB,66,196.5,83
MG_345,HN,67,153.5,49.4
MG_345,JL,93,221.6,40
MG_345,LN,77,224.7,129
MG_346,BJ,63,195.8,53.33
MG_346,HeB,58,151.5,88.33
MG_346,HN,58,173.75,70.2
MG_346,JL,74,177.75,129.2
MG_346,LN,71,185,84
MG_347,BJ,64,235,75
MG_347,HeB,60,209.75,88.5
MG_347,HN,58,190,86.8
MG_347,JL,85,216,94.4
MG_347,LN,77,249.6,78.33
MG_348,BJ,62,228.5,106.67
MG_348,HeB,54,206.4,121.5
MG_348,HN,54,160.6,68.8
MG_348,JL,81,234,152.6
MG_348,LN,77,195.4,105
MG_349,BJ,63,180.75,32
MG_349,HeB,54,189.8,75.38
MG_349,HN,60,165,44
MG_349,JL,79,216,76.2
MG_349,LN,68,200.8,113.33
MG_350,BJ,65,224,80
MG_350,HeB,61,194.5,89.8
MG_350,HN,59,182.2,62.6
MG_350,JL,84,222.5,142.4
MG_350,LN,78,225.5,98.75
MG_351,BJ,57,194,50
MG_351,HeB,54,154.8,60.75
MG_351,HN,54,143.12,53.17
MG_351,JL,71,184,76.4
MG_351,LN,64,183.8,91.67
MG_352,BJ,64,224.4,77.5
MG_352,HeB,58,176,60.75
MG_352,HN,59,167.2,42.6
MG_352,JL,83,239.4,59.4
MG_352,LN,73,205.75,99
MG_353,BJ,63,240,77.5
MG_353,HeB,58,191,168.5
MG_353,HN,58,190.75,94.6
MG_353,JL,83,230,99
MG_353,LN,71,214.75,117
MG_354,BJ,67,215,94
MG_354,HeB,60,186.5,75.5
MG_354,HN,61,167.5,80.6
MG_354,JL,89,207.25,37.6
MG_354,LN,74,195.1,112.5
MG_355,BJ,69,245,NA
MG_355,HeB,64,244.8,73.5
MG_355,HN,70,178.5,30.5
MG_355,JL,87,219,28
MG_355,LN,73,253,121.25
MG_356,BJ,63,199,40
MG_356,HeB,57,191.5,83
MG_356,HN,61,172.75,62.2
MG_356,JL,76,190.5,75.2
MG_356,LN,70,194.84,96
MG_357,BJ,65,218.33,30
MG_357,HeB,61,197.5,103
MG_357,HN,63,168,77.5
MG_357,JL,NA,NA,NA
MG_357,LN,74,226.25,90
MG_358,BJ,64,277.2,86.67
MG_358,HeB,54,240.4,94.38
MG_358,HN,57,238.4,64.4
MG_358,JL,84,250.6,34.4
MG_358,LN,70,277.8,139
MG_359,BJ,NA,NA,NA
MG_359,HeB,NA,NA,NA
MG_359,HN,NA,NA,NA
MG_359,JL,NA,NA,NA
MG_359,LN,NA,NA,NA
MG_360,BJ,64,189.75,72
MG_360,HeB,57,188.75,84.67
MG_360,HN,60,191,73.4
MG_360,JL,82,196.4,95.8
MG_360,LN,74,192.75,108.75
MG_361,BJ,65,197.4,23.33
MG_361,HeB,61,198.4,48.62
MG_361,HN,60,172.6,57
MG_361,JL,82,208.4,47.8
MG_361,LN,70,204.28,94
MG_362,BJ,64,193.4,92
MG_362,HeB,61,163.75,101.2
MG_362,HN,60,168.2,83.6
MG_362,JL,85,185.25,103.2
MG_362,LN,72,180.2,125
MG_363,BJ,62,268.75,117.5
MG_363,HeB,57,262,108.62
MG_363,HN,64,212.4,48.6
MG_363,JL,80,252.5,113.8
MG_363,LN,72,256.75,127
MG_364,BJ,64,210.5,70
MG_364,HeB,57,189,119.13
MG_364,HN,NA,NA,NA
MG_364,JL,83,205.8,130
MG_364,LN,70,191.6,111
MG_365,BJ,66,262.5,68
MG_365,HeB,55,234.4,74.3
MG_365,HN,59,219.8,74.8
MG_365,JL,84,272.4,64
MG_365,LN,70,264.6,114
MG_366,BJ,66,224.25,85
MG_366,HeB,58,182,79.5
MG_366,HN,57,194,76.8
MG_366,JL,83,210.4,90.4
MG_366,LN,73,217.02,117
MG_367,BJ,66,229.4,60
MG_367,HeB,57,205.8,75.62
MG_367,HN,59,199.75,61
MG_367,JL,88,247.2,51.8
MG_367,LN,66,230,109
MG_368,BJ,69,215.2,60
MG_368,HeB,63,221.2,69.3
MG_368,HN,65,216.33,45.33
MG_368,JL,88,245.8,116.2
MG_368,LN,81,231.8,80
MG_369,BJ,64,179,46
MG_369,HeB,56,168.4,83.4
MG_369,HN,56,142.25,53.6
MG_369,JL,78,176.5,144.8
MG_369,LN,68,177,117
MG_370,BJ,64,269.75,65
MG_370,HeB,58,NA,NA
MG_370,HN,59,204.4,35.8
MG_370,JL,82,249,49
MG_370,LN,73,260,NA
MG_371,BJ,65,226.8,106
MG_371,HeB,61,210.6,105.5
MG_371,HN,63,226.4,57.6
MG_371,JL,84,235,78.2
MG_371,LN,73,223.25,130
MG_372,BJ,65,220.4,43.33
MG_372,HeB,57,222.25,77
MG_372,HN,57,210.2,71.8
MG_372,JL,82,234.4,89.2
MG_372,LN,70,243,102.5
MG_373,BJ,61,235.4,64
MG_373,HeB,53,190,118.4
MG_373,HN,56,192.8,88.2
MG_373,JL,77,216.25,145.4
MG_373,LN,66,224,132.5
MG_374,BJ,63,211,66.67
MG_374,HeB,56,191.5,119.6
MG_374,HN,61,185.7,90.6
MG_374,JL,76,224,180.8
MG_374,LN,72,228.4,112
MG_375,BJ,61,258.6,140
MG_375,HeB,54,222,86.17
MG_375,HN,58,225.6,95.8
MG_375,JL,75,256.6,163.4
MG_375,LN,67,245,224
MG_376,BJ,62,222.25,25
MG_376,HeB,61,186,91.1
MG_376,HN,60,146.3,62.6
MG_376,JL,84,183.6,110
MG_376,LN,70,209.55,127
MG_377,BJ,69,253.6,80
MG_377,HeB,63,234.5,71.88
MG_377,HN,65,223.25,96.6
MG_377,JL,85,244.5,117
MG_377,LN,76,240.6,93.75
MG_378,BJ,57,248.6,112
MG_378,HeB,55,214.2,76.33
MG_378,HN,53,206.2,67
MG_378,JL,71,232,103.2
MG_378,LN,79,203.25,NA
MG_379,BJ,59,234.2,90
MG_379,HeB,56,212.75,107.25
MG_379,HN,64,209.2,91.2
MG_379,JL,75,217.2,113.2
MG_379,LN,69,235.8,143
MG_380,BJ,70,NA,24
MG_380,HeB,67,NA,36.1
MG_380,HN,65,159,16.6
MG_380,JL,87,187.8,165.4
MG_380,LN,73,172.4,62.5
MG_381,BJ,64,220.4,72
MG_381,HeB,56,197.2,70.25
MG_381,HN,58,197.07,63.8
MG_381,JL,79,196.2,90.6
MG_381,LN,71,224.2,111
MG_382,BJ,64,224,52.5
MG_382,HeB,60,217,86.1
MG_382,HN,59,162.8,57.2
MG_382,JL,84,191.8,108.6
MG_382,LN,72,226,128.75
MG_383,BJ,60,201,140
MG_383,HeB,53,187.6,97.1
MG_383,HN,55,188.25,80.2
MG_383,JL,75,193,114.4
MG_383,LN,69,206.25,123
MG_384,BJ,63,244.8,73.33
MG_384,HeB,60,214.4,85.83
MG_384,HN,62,216.25,76
MG_384,JL,79,220,107
MG_384,LN,67,222,125
MG_385,BJ,64,223,88
MG_385,HeB,57,190.4,96.1
MG_385,HN,59,189.5,103.2
MG_385,JL,84,202,91.6
MG_385,LN,72,189.4,132
MG_386,BJ,59,226.2,115
MG_386,HeB,54,195.6,115.1
MG_386,HN,54,172.25,80.6
MG_386,JL,77,212.5,72
MG_386,LN,68,216.6,115
MG_387,BJ,67,259.5,66
MG_387,HeB,61,248.4,56.17
MG_387,HN,62,232.2,62.8
MG_387,JL,87,229,83.8
MG_387,LN,77,265.8,80
MG_388,BJ,65,192.4,64
MG_388,HeB,57,185.4,73.6
MG_388,HN,59,181,68
MG_388,JL,81,193.75,137.8
MG_388,LN,73,226.76,105
MG_389,BJ,65,217.2,84
MG_389,HeB,62,184.25,75.4
MG_389,HN,59,190,75.4
MG_389,JL,84,219,85
MG_389,LN,73,218.5,112
MG_390,BJ,58,245.8,53.33
MG_390,HeB,56,230.8,68.5
MG_390,HN,54,194,70.4
MG_390,JL,75,224.4,50.4
MG_390,LN,68,216.2,80
MG_391,BJ,69,203,NA
MG_391,HeB,NA,NA,NA
MG_391,HN,76,130,NA
MG_391,JL,86,NA,NA
MG_391,LN,NA,NA,NA
MG_392,BJ,59,264,114
MG_392,HeB,57,250.5,78.5
MG_392,HN,56,208,69
MG_392,JL,83,226.8,100.6
MG_392,LN,69,269.8,125
MG_393,BJ,65,247.25,140
MG_393,HeB,54,191.8,102.17
MG_393,HN,58,194.25,92
MG_393,JL,77,232.6,172.2
MG_393,LN,72,219.8,155
MG_394,BJ,64,216.2,43.33
MG_394,HeB,61,236.5,102.55
MG_394,HN,58,211.4,65.6
MG_394,JL,82,206.8,118
MG_394,LN,68,228.2,112.5
MG_395,BJ,64,226.8,82.5
MG_395,HeB,57,206,113.4
MG_395,HN,57,171.6,53.8
MG_395,JL,85,213,71.75
MG_395,LN,73,231.8,118.33
MG_396,BJ,67,180.25,74
MG_396,HeB,62,146.75,69.6
MG_396,HN,62,148.88,63.8
MG_396,JL,85,170.2,136.4
MG_396,LN,72,170,78.75
MG_397,BJ,62,185,22.5
MG_397,HeB,53,166.25,NA
MG_397,HN,53,162.5,53.2
MG_397,JL,78,179.6,57
MG_397,LN,70,185.35,58.33
MG_398,BJ,63,239,75
MG_398,HeB,56,188,74
MG_398,HN,59,149.25,23.5
MG_398,JL,74,224.8,55
MG_398,LN,68,227,98.75
MG_399,BJ,64,215.4,130
MG_399,HeB,63,210,88.25
MG_399,HN,60,185.4,58.2
MG_399,JL,83,191.5,104.2
MG_399,LN,73,208,120
MG_400,BJ,65,226.2,83.33
MG_400,HeB,62,192.4,109.1
MG_400,HN,65,211.2,89.6
MG_400,JL,86,203.6,112.2
MG_400,LN,76,223,118
MG_401,BJ,64,253.4,57.5
MG_401,HeB,62,234.2,101
MG_401,HN,58,216.6,90.2
MG_401,JL,77,237,151.6
MG_401,LN,72,262.5,132
MG_402,BJ,NA,NA,NA
MG_402,HeB,56,199.4,70.67
MG_402,HN,64,153.6,NA
MG_402,JL,77,214.75,79.4
MG_402,LN,70,225.4,99
MG_403,BJ,67,237.6,100
MG_403,HeB,64,214.6,71.75
MG_403,HN,69,142,27.5
MG_403,JL,86,206,97.8
MG_403,LN,76,228.2,124
MG_404,BJ,65,215,96
MG_404,HeB,58,182.5,83.88
MG_404,HN,59,176,67.8
MG_404,JL,80,218.4,57
MG_404,LN,73,222.75,118
MG_405,BJ,63,193.2,67.5
MG_405,HeB,60,176,90.5
MG_405,HN,58,183,68.2
MG_405,JL,78,181.4,88.4
MG_405,LN,72,198.5,104
MG_406,BJ,60,225,80
MG_406,HeB,53,196.2,92.7
MG_406,HN,58,204.25,92
MG_406,JL,75,211,70.2
MG_406,LN,70,220.8,120
MG_407,BJ,62,218.4,90
MG_407,HeB,55,257.8,93.33
MG_407,HN,56,147.9,73
MG_407,JL,77,172.8,128.2
MG_407,LN,68,182.18,115
MG_408,BJ,66,254,62
MG_408,HeB,61,241.5,83.9
MG_408,HN,62,242.5,45.8
MG_408,JL,83,245.2,70.6
MG_408,LN,72,260.5,99
MG_409,BJ,67,214.25,106.67
MG_409,HeB,61,188,108.6
MG_409,HN,58,177.75,62.6
MG_409,JL,88,218.75,63.6
MG_409,LN,76,231.5,106.67
MG_410,BJ,63,274.4,123.33
MG_410,HeB,57,241.2,127
MG_410,HN,57,212.8,84.6
MG_410,JL,80,228,135.2
MG_410,LN,68,254.4,113
MG_411,BJ,57,182.8,42
MG_411,HeB,55,189,71.17
MG_411,HN,55,180,47.5
MG_411,JL,77,191.8,81.8
MG_411,LN,70,208,127.5
MG_412,BJ,66,252,122.5
MG_412,HeB,56,140.8,82.4
MG_412,HN,58,209.4,81.8
MG_412,JL,86,240,116.4
MG_412,LN,76,255.25,147
MG_413,BJ,63,237.5,60
MG_413,HeB,57,212,64.5
MG_413,HN,58,220.6,69.2
MG_413,JL,81,242.4,91.6
MG_413,LN,73,228,134
MG_414,BJ,63,256,42.5
MG_414,HeB,56,224,91.75
MG_414,HN,64,224,53.4
MG_414,JL,80,255,95
MG_414,LN,71,258,109
MG_415,BJ,60,235.2,114
MG_415,HeB,53,209.5,94.3
MG_415,HN,57,206.4,92.6
MG_415,JL,80,217,148.6
MG_415,LN,69,261.75,158.33
MG_416,BJ,64,226.2,94
MG_416,HeB,55,189.2,65.62
MG_416,HN,57,173.75,54
MG_416,JL,85,222,125
MG_416,LN,74,226.25,94
MG_417,BJ,62,223.6,86.67
MG_417,HeB,58,172.25,43.38
MG_417,HN,59,186.75,60
MG_417,JL,79,215,105
MG_417,LN,72,206.25,127
MG_418,BJ,65,244.8,102
MG_418,HeB,68,245.8,59.83
MG_418,HN,63,239.6,63.75
MG_418,JL,85,230.8,85
MG_418,LN,75,277.5,107.5
MG_419,BJ,66,216.4,97.5
MG_419,HeB,54,189.75,121
MG_419,HN,56,170.5,90
MG_419,JL,85,223.2,177
MG_419,LN,74,205.55,153
MG_420,BJ,70,221.6,33.33
MG_420,HeB,60,204.2,74.5
MG_420,HN,64,178.2,34
MG_420,JL,89,214.25,43.2
MG_420,LN,72,188.1,110
MG_421,BJ,70,217,80
MG_421,HeB,58,211.25,80.62
MG_421,HN,62,208.8,61
MG_421,JL,87,224.8,84.6
MG_421,LN,72,232.75,78.33
MG_422,BJ,61,229.6,106
MG_422,HeB,57,209,87.5
MG_422,HN,61,215.75,72.8
MG_422,JL,81,222.5,113.2
MG_422,LN,75,230,130
MG_423,BJ,64,238.8,110
MG_423,HeB,57,188.6,92.8
MG_423,HN,61,181.6,87.8
MG_423,JL,86,230.75,125
MG_423,LN,72,180.44,118
MG_424,BJ,58,195.8,40
MG_424,HeB,57,175.75,75
MG_424,HN,56,182.2,52.6
MG_424,JL,74,230,68.2
MG_424,LN,68,213.58,108.33
MG_425,BJ,63,243.6,80
MG_425,HeB,56,222.75,85
MG_425,HN,60,204.5,86.4
MG_425,JL,80,225,78
MG_425,LN,73,259.25,143.33
MG_426,BJ,64,243.25,107.5
MG_426,HeB,57,244.25,89.8
MG_426,HN,60,235.2,70.8
MG_426,JL,79,237.2,113.4
MG_426,LN,64,231.7,137
MG_427,BJ,67,254.25,100
MG_427,HeB,61,190,41
MG_427,HN,62,207.6,60.6
MG_427,JL,86,232.4,79.4
MG_427,LN,73,233.7,143.33
MG_428,BJ,68,186.6,103.33
MG_428,HeB,61,162,108.75
MG_428,HN,64,148,85.6
MG_428,JL,83,211,120.4
MG_428,LN,77,195.4,134
MG_429,BJ,61,212.6,90
MG_429,HeB,57,163.8,96
MG_429,HN,59,158.4,83.2
MG_429,JL,80,199,101.2
MG_429,LN,70,195.2,126
MG_430,BJ,63,225.75,66.67
MG_430,HeB,56,222.25,94.8
MG_430,HN,60,195.2,69.6
MG_430,JL,79,226.4,113.4
MG_430,LN,72,223.4,132.5
MG_431,BJ,65,227.2,70
MG_431,HeB,58,202,61.6
MG_431,HN,58,195.7,73.4
MG_431,JL,78,218,101.2
MG_431,LN,74,215.2,111.25
MG_432,BJ,61,185,106.67
MG_432,HeB,58,199,93
MG_432,HN,58,177.4,42.8
MG_432,JL,76,187.4,159
MG_432,LN,70,210.5,118.75
MG_433,BJ,66,234.6,32.5
MG_433,HeB,56,201.4,138.67
MG_433,HN,60,160.4,59.4
MG_433,JL,86,208,124.6
MG_433,LN,74,215.6,119
MG_434,BJ,63,202.5,100
MG_434,HeB,57,161.25,69.88
MG_434,HN,56,175.75,80.6
