line,loc,DTT,PH,EW
MG_147,BJ,59,192.8,74
MG_147,HeB,55,155.2,41.17
MG_147,HN,63,170.6,33
MG_147,JL,75,199.8,112.4
MG_147,LN,68,204.8,104
MG_1470,BJ,64,232.2,NA
MG_1470,HeB,58,206.25,113.33
MG_1470,HN,58,205.25,77.4
MG_1470,JL,81,230,130.4
MG_1470,LN,75,231.25,133.75
MG_1471,BJ,60,256.4,95
MG_1471,HeB,56,247,101.67
MG_1471,HN,58,245.4,71.75
MG_1471,JL,76,286.25,69.6
MG_1471,LN,66,267.3,136.25
MG_1472,BJ,58,213.75,72
MG_1472,HeB,52,178.8,57.25
MG_1472,HN,59,164.6,39.8
MG_1472,JL,73,199.75,67.6
MG_1472,LN,70,220.5,92
MG_1473,BJ,64,232,57.5
MG_1473,HeB,60,201.75,85.9
MG_1473,HN,57,177.6,63
MG_1473,JL,82,228,143.33
MG_1473,LN,74,227.6,92
MG_1474,BJ,66,305,50
MG_1474,HeB,62,277.5,97
MG_1474,HN,64,228.6,27
MG_1474,JL,85,250,86
MG_1474,LN,77,249.8,80
MG_1475,BJ,69,259.25,128
MG_1475,HeB,52,236.8,128.5
MG_1475,HN,58,192.6,74.2
MG_1475,JL,73,220,127
MG_1475,LN,68,229.4,151
MG_1476,BJ,62,229.6,86
MG_1476,HeB,54,213,91
MG_1476,HN,57,183.75,74.2
MG_1476,JL,82,215,85
MG_1476,LN,76,216.2,69
MG_1477,BJ,61,211,NA
MG_1477,HeB,54,189,105.7
MG_1477,HN,58,155.8,48
MG_1477,JL,83,238,172.4
MG_1477,LN,73,234.25,138.75
MG_1478,BJ,64,201.8,75
MG_1478,HeB,62,190.5,101.88
MG_1478,HN,58,173,101.4
MG_1478,JL,83,197.8,90.4
MG_1478,LN,72,199.56,168
MG_1479,BJ,64,232.2,92
MG_1479,HeB,58,242,61
MG_1479,HN,63,226.8,50.2
MG_1479,JL,88,227,53
MG_1479,LN,72,230.25,132.5
MG_148,BJ,65,248,55
MG_148,HeB,58,215.6,106.5
MG_148,HN,60,201,72
MG_148,JL,81,217.6,72.6
MG_148,LN,73,235.4,117
MG_1480,BJ,62,228.5,110
MG_1480,HeB,57,222.8,156.6
MG_1480,HN,60,203.5,88.4
MG_1480,JL,81,240,163.4
MG_1480,LN,71,224.5,151
MG_1481,BJ,67,229.2,76.67
MG_1481,HeB,58,184.2,103.67
MG_1481,HN,64,198.25,76.8
MG_1481,JL,81,185.2,108
MG_1481,LN,73,187.75,97
MG_1482,BJ,NA,232.8,66.67
MG_1482,HeB,NA,237.4,135.2
MG_1482,HN,NA,217.8,89.6
MG_1482,JL,NA,227.5,111
MG_1482,LN,NA,228.25,NA
MG_1483,BJ,55,213.2,53.33
MG_1483,HeB,51,194,NA
MG_1483,HN,54,209.4,50.2
MG_1483,JL,69,215,103.25
MG_1483,LN,61,232,NA
MG_1484,BJ,66,215.2,93.33
MG_1484,HeB,64,179.8,114.7
MG_1484,HN,58,169,100.2
MG_1484,JL,85,205.4,94.6
MG_1484,LN,72,203.4,159
MG_1485,BJ,64,207.75,45
MG_1485,HeB,57,194,77.17
MG_1485,HN,58,184,66
MG_1485,JL,83,220.6,103.4
MG_1485,LN,72,215.2,80
MG_1486,BJ,62,241.2,23.33
MG_1486,HeB,56,201.25,NA
MG_1486,HN,57,172.8,20.67
MG_1486,JL,76,231.6,40
MG_1486,LN,68,245,NA
MG_1487,BJ,63,197.6,57.5
MG_1487,HeB,54,176.6,55.9
MG_1487,HN,55,181.5,65
MG_1487,JL,79,209,78.8
MG_1487,LN,74,220.5,108
MG_1489,BJ,59,204.75,67.5
MG_1489,HeB,56,142,92
MG_1489,HN,59,145.5,72
MG_1489,JL,NA,NA,NA
MG_1489,LN,74,200.75,115
MG_149,BJ,60,224,90
MG_149,HeB,54,202,85.4
MG_149,HN,58,171.4,43.6
MG_149,JL,76,229,75.6
MG_149,LN,71,220.75,81
MG_1490,BJ,58,227.5,116
MG_1490,HeB,56,204.5,93.3
MG_1490,HN,55,200.25,75.4
MG_1490,JL,79,210.5,127.8
MG_1490,LN,68,243.25,150
MG_1491,BJ,62,223.75,40
MG_1491,HeB,57,199.5,53.3
MG_1491,HN,56,200.6,46.8
MG_1491,JL,79,226.4,116.6
MG_1491,LN,70,207.5,95
MG_1492,BJ,68,243.8,NA
MG_1492,HeB,61,222,59.38
MG_1492,HN,65,214.2,50.2
MG_1492,JL,86,247.5,127.6
MG_1492,LN,78,235,NA
MG_1493,BJ,64,236,122.5
MG_1493,HeB,60,211.25,108.5
MG_1493,HN,59,217.25,87.6
MG_1493,JL,82,226,152.4
MG_1493,LN,74,245.96,136
MG_1494,BJ,69,197.33,130
MG_1494,HeB,63,165.6,74
MG_1494,HN,73,149.5,NA
MG_1494,JL,88,198.25,87.4
MG_1494,LN,79,183,102.5
MG_1495,BJ,69,226,70
MG_1495,HeB,62,204.2,69.3
MG_1495,HN,64,195.5,51
MG_1495,JL,87,225.4,73.2
MG_1495,LN,79,216.4,86
MG_1496,BJ,66,250,73.33
MG_1496,HeB,58,223.8,51.33
MG_1496,HN,64,199.25,67.6
MG_1496,JL,87,230.5,135
MG_1496,LN,73,246.1,93.33
MG_1497,BJ,65,217.25,98
MG_1497,HeB,58,196.2,94.75
MG_1497,HN,71,105,NA
MG_1497,JL,83,182.75,115.6
MG_1497,LN,71,204.56,108
MG_1498,BJ,66,232.25,52.5
MG_1498,HeB,61,190,65.5
MG_1498,HN,56,164.25,67.6
MG_1498,JL,81,211.5,138
MG_1498,LN,68,226.75,97
MG_1499,BJ,65,204,44
MG_1499,HeB,58,161.2,31.33
MG_1499,HN,64,162.8,33.6
MG_1499,JL,82,197.5,97
MG_1499,LN,73,198,75
MG_150,BJ,62,225.8,60
MG_150,HeB,55,175.25,57.1
MG_150,HN,58,169,38.6
MG_150,JL,78,229.8,112.6
MG_150,LN,72,201.8,131
MG_1500,BJ,67,240,92.5
MG_1500,HeB,60,220.75,77.3
MG_1500,HN,60,231.64,58.6
MG_1500,JL,83,249.5,94.2
MG_1500,LN,70,246,125
MG_1501,BJ,69,205.2,56
MG_1501,HeB,60,196.2,59.5
MG_1501,HN,58,204.2,59
MG_1501,JL,79,237.2,58.8
MG_1501,LN,76,233.4,NA
MG_1502,BJ,68,221.8,100
MG_1502,HeB,64,229.5,86.6
MG_1502,HN,61,225.75,75
MG_1502,JL,84,245,113.2
MG_1502,LN,76,230.97,88
MG_1504,BJ,67,208.2,60
MG_1504,HeB,57,200.6,102.5
MG_1504,HN,64,145.8,19.75
MG_1504,JL,85,195.75,92.2
MG_1504,LN,70,198,99
MG_1505,BJ,68,245.8,36.67
MG_1505,HeB,62,215.4,57.25
MG_1505,HN,64,222.5,40
MG_1505,JL,85,239.5,75.2
MG_1505,LN,77,233,130
MG_1506,BJ,65,228.6,78
MG_1506,HeB,56,214.5,96.4
MG_1506,HN,64,200,62.8
MG_1506,JL,87,228.75,57.2
MG_1506,LN,77,224,71
MG_1509,BJ,67,251.25,30
MG_1509,HeB,60,192,106.5
MG_1509,HN,60,194.75,36.4
MG_1509,JL,87,196.25,24.5
MG_1509,LN,77,237.5,100
MG_151,BJ,57,225.5,64
MG_151,HeB,50,152.5,79.6
MG_151,HN,53,194.4,73.2
MG_151,JL,70,176.4,46.4
MG_151,LN,64,222.2,86.25
MG_1510,BJ,66,281.4,NA
MG_1510,HeB,56,245,NA
MG_1510,HN,59,227.2,36.2
MG_1510,JL,86,226,NA
MG_1510,LN,73,280.5,NA
MG_152,BJ,60,230.8,117.5
MG_152,HeB,56,204,102.25
MG_152,HN,59,200.25,71.8
MG_152,JL,81,222,124.8
MG_152,LN,68,218.8,150
MG_153,BJ,57,224.2,62
MG_153,HeB,53,204.4,134.12
MG_153,HN,57,199.8,84.8
MG_153,JL,72,200.5,94.4
MG_153,LN,68,205.2,117
MG_154,BJ,57,199.2,117.5
MG_154,HeB,55,202.5,135.67
MG_154,HN,53,156.5,85.8
MG_154,JL,73,207.5,215.4
MG_154,LN,66,194.2,154
MG_155,BJ,67,189.25,58
MG_155,HeB,58,175.8,109.67
MG_155,HN,58,158.4,77.6
MG_155,JL,88,188.25,95.4
MG_155,LN,78,189.47,118.33
MG_156,BJ,58,240.2,130
MG_156,HeB,57,215,118.17
MG_156,HN,56,202.4,60
MG_156,JL,78,229,86.6
MG_156,LN,67,224.5,147.5
MG_157,BJ,62,248.2,70
MG_157,HeB,57,211,92
MG_157,HN,58,209.5,74.2
MG_157,JL,78,236.6,76.8
MG_157,LN,68,248.5,96.67
MG_158,BJ,58,214.2,88
MG_158,HeB,54,170.4,83.33
MG_158,HN,56,149.4,45.75
MG_158,JL,75,208.8,103.4
MG_158,LN,68,212.6,96.25
MG_159,BJ,59,210.6,104
MG_159,HeB,60,177.8,85.6
MG_159,HN,56,177.8,80.8
MG_159,JL,73,213.4,92.8
MG_159,LN,70,201.2,81
MG_160,BJ,66,221.2,92
MG_160,HeB,60,177.8,83.12
MG_160,HN,58,181.2,79.4
MG_160,JL,81,209.4,96.4
MG_160,LN,72,207.6,118
MG_161,BJ,58,248.4,118
MG_161,HeB,53,204.4,99.8
MG_161,HN,58,203,81.2
MG_161,JL,76,235.4,79.2
MG_161,LN,69,239.6,154
MG_162,BJ,61,NA,64
MG_162,HeB,61,196,106
MG_162,HN,58,178.75,94.8
MG_162,JL,87,212.4,89
MG_162,LN,70,236.4,90
MG_163,BJ,66,251,104
MG_163,HeB,60,211.75,95
MG_163,HN,60,228.25,72.2
MG_163,JL,87,251.2,126.4
MG_163,LN,77,247,98
MG_164,BJ,63,230.2,120
MG_164,HeB,61,222.6,110.33
MG_164,HN,61,200.6,86.6
MG_164,JL,82,213.4,93.6
MG_164,LN,72,232.1,66
MG_165,BJ,60,240,108
MG_165,HeB,57,220.5,121
MG_165,HN,60,190.75,73.2
MG_165,JL,76,237.75,97.2
MG_165,LN,71,256.25,151.25
MG_166,BJ,56,187.25,66.67
MG_166,HeB,52,168.4,74.83
MG_166,HN,54,181.75,70
MG_166,JL,75,199.25,110.4
MG_166,LN,68,192.25,111.25
MG_167,BJ,64,208.8,86.67
MG_167,HeB,55,170.6,NA
MG_167,HN,55,167.6,64.6
MG_167,JL,79,203.2,105
MG_167,LN,70,189.6,121
MG_168,BJ,66,230.25,92
MG_168,HeB,60,215.25,109
MG_168,HN,60,188,78.6
MG_168,JL,81,240.6,148.25
MG_168,LN,73,265.8,134
MG_169,BJ,62,197.2,96
MG_169,HeB,55,167.8,110
MG_169,HN,60,173.5,68.4
MG_169,JL,77,196.25,125.6
MG_169,LN,70,196.9,132.5
MG_170,BJ,67,220.25,130
MG_170,HeB,63,186,84.2
MG_170,HN,58,183.5,71.8
MG_170,JL,86,204,108.2
MG_170,LN,69,210.1,162
MG_171,BJ,63,223.2,27.5
MG_171,HeB,55,203.75,64.5
MG_171,HN,56,176.6,33.2
MG_171,JL,81,208.2,74.2
MG_171,LN,69,221.18,85
MG_172,BJ,58,159.4,72
MG_172,HeB,55,181.6,81.6
MG_172,HN,59,177.8,86.6
MG_172,JL,74,191.8,82.8
MG_172,LN,64,173.18,91
MG_173,BJ,64,211,90
MG_173,HeB,62,185.2,77.25
MG_173,HN,61,181.5,47
MG_173,JL,86,193,72.6
MG_173,LN,71,194.25,84
MG_174,BJ,67,247.5,16.67
MG_174,HeB,58,218.6,59.1
MG_174,HN,64,171.6,44.2
MG_174,JL,85,225.75,55.6
MG_174,LN,73,253.6,81.67
MG_175,BJ,67,238,76
MG_175,HeB,58,198.4,102
MG_175,HN,58,180,85.8
MG_175,JL,89,217,69.75
MG_175,LN,77,226.75,123
MG_176,BJ,64,230.25,42.5
MG_176,HeB,58,220.4,62.12
MG_176,HN,59,211.25,36.4
MG_176,JL,82,221,79.2
MG_176,LN,78,207,45
MG_177,BJ,66,231.75,106
MG_177,HeB,58,211.75,92.4
MG_177,HN,64,163.5,39.5
MG_177,JL,79,231,54.2
MG_177,LN,72,240.8,128
MG_178,BJ,53,234.25,65
MG_178,HeB,51,196,77.5
MG_178,HN,56,174.25,77.6
MG_178,JL,70,221,126.8
MG_178,LN,63,223.9,110
MG_179,BJ,69,179.75,35
MG_179,HeB,57,146.4,92.4
MG_179,HN,59,151.2,92.4
MG_179,JL,84,191.2,113.8
MG_179,LN,72,183.2,137.5
MG_180,BJ,62,233,68
MG_180,HeB,61,200,98.5
MG_180,HN,58,198,86.6
MG_180,JL,77,218.6,113.8
MG_180,LN,72,242.8,99
MG_181,BJ,63,210.8,106.67
MG_181,HeB,55,181,85.5
MG_181,HN,62,180.5,60
MG_181,JL,76,236,76.2
MG_181,LN,72,218.25,101.67
MG_182,BJ,63,237.8,103.33
MG_182,HeB,56,177.5,62.6
MG_182,HN,53,145,37.6
MG_182,JL,79,225,109.8
MG_182,LN,68,216,122.5
MG_183,BJ,62,243.5,40
MG_183,HeB,53,208,77.25
MG_183,HN,60,195.6,62.8
MG_183,JL,78,225,107.6
MG_183,LN,70,241.5,126
MG_184,BJ,64,225.6,123.33
MG_184,HeB,56,193.4,115.64
MG_184,HN,62,181,100.4
MG_184,JL,83,231.4,116.4
MG_184,LN,75,210.75,108
MG_185,BJ,66,232.2,115
MG_185,HeB,58,216.75,88.1
MG_185,HN,56,201.25,104
MG_185,JL,84,236,123.4
MG_185,LN,73,239,137
MG_186,BJ,68,193.25,83.33
MG_186,HeB,57,162.4,110.5
MG_186,HN,61,164.4,71
MG_186,JL,81,195.75,128.6
MG_186,LN,76,208.6,111
MG_187,BJ,64,232.8,106
MG_187,HeB,53,211.25,98.67
MG_187,HN,58,214.8,75.8
MG_187,JL,79,229.4,115.4
MG_187,LN,68,252.2,132
MG_188,BJ,62,245.75,95
MG_188,HeB,57,232.2,101.3
MG_188,HN,61,223.5,97.2
MG_188,JL,80,249,144.8
MG_188,LN,69,245.34,130
MG_189,BJ,64,190.75,NA
MG_189,HeB,63,156,43.17
MG_189,HN,62,158,49
MG_189,JL,82,197.2,49.4
MG_189,LN,74,188,72.5
MG_190,BJ,62,252,66
MG_190,HeB,57,208,86.5
MG_190,HN,57,179.9,90.6
MG_190,JL,82,210.6,128.6
MG_190,LN,71,195.1,94
MG_191,BJ,57,225.75,64
MG_191,HeB,55,185,81
MG_191,HN,56,183.8,69.8
MG_191,JL,75,218.5,98
MG_191,LN,70,232.2,106.25
MG_192,BJ,60,219.5,112
MG_192,HeB,54,221.8,121.62
MG_192,HN,59,205,84
MG_192,JL,78,211,84.8
MG_192,LN,70,231.25,114
MG_193,BJ,58,225,95
MG_193,HeB,55,189.5,93.55
MG_193,HN,56,207.4,64.6
MG_193,JL,75,215.4,97.6
MG_193,LN,67,224.25,128
MG_194,BJ,65,258.6,100
MG_194,HeB,61,244,116
MG_194,HN,62,208,83.8
MG_194,JL,85,246.6,114.2
MG_194,LN,76,265.5,125
MG_195,BJ,59,224.2,75
MG_195,HeB,57,193.5,105.25
MG_195,HN,60,192.8,66.4
MG_195,JL,81,209,83.2
MG_195,LN,66,225.6,127
MG_196,BJ,61,260.4,90
MG_196,HeB,53,233.5,101.5
MG_196,HN,60,195.8,46.8
MG_196,JL,75,244,75
MG_196,LN,66,257.98,111.25
MG_197,BJ,58,217,53.33
MG_197,HeB,55,187.8,62.83
MG_197,HN,56,189,59.6
MG_197,JL,77,210,89.8
MG_197,LN,68,205.25,146.67
MG_198,BJ,64,232.4,50
MG_198,HeB,58,198.2,104
MG_198,HN,62,201.25,41
MG_198,JL,83,220.2,51
MG_198,LN,72,229.62,62.5
MG_199,BJ,65,244.6,94
MG_199,HeB,62,225.8,102.1
MG_199,HN,64,217.25,85
MG_199,JL,83,250.5,152
MG_199,LN,74,246.5,118
MG_200,BJ,58,215,80
MG_200,HeB,54,175,99.17
MG_200,HN,54,178.5,81.2
MG_200,JL,77,205,114
MG_200,LN,67,210.66,120
MG_201,BJ,67,207.2,57.5
MG_201,HeB,61,170.4,79
MG_201,HN,61,182.75,80
MG_201,JL,83,181.4,75.8
MG_201,LN,72,194.82,135
MG_202,BJ,57,227.6,76.67
MG_202,HeB,52,216,123.83
MG_202,HN,54,204.75,76.5
MG_202,JL,74,215.2,121.4
MG_202,LN,67,221.6,123
MG_203,BJ,66,263.2,103.33
MG_203,HeB,57,209.8,111
MG_203,HN,67,209.4,70.4
MG_203,JL,84,221.8,91.4
MG_203,LN,74,245.75,157
MG_204,BJ,64,224.75,126
MG_204,HeB,56,201.2,100.93
MG_204,HN,59,208.8,91.8
MG_204,JL,82,218,119.6
MG_204,LN,70,228.97,117
MG_205,BJ,66,195.5,92
MG_205,HeB,57,167.4,113.67
MG_205,HN,62,161.6,74
MG_205,JL,81,189.5,141.4
MG_205,LN,68,194.2,146
MG_206,BJ,66,168.2,35
MG_206,HeB,58,181.25,NA
MG_206,HN,56,167.4,60
MG_206,JL,76,184.2,71.4
MG_206,LN,70,177.6,132.5
MG_207,BJ,66,209.4,70
MG_207,HeB,64,185.2,68.6
MG_207,HN,64,157.4,55.6
MG_207,JL,86,178.5,67.6
MG_207,LN,73,194.4,125
MG_208,BJ,61,215.8,36.67
MG_208,HeB,55,176.4,71
MG_208,HN,55,176,42.4
MG_208,JL,74,220,68
MG_208,LN,67,215.22,90
MG_209,BJ,66,247.6,96
MG_209,HeB,60,235.8,72
MG_209,HN,69,184.25,46.67
MG_209,JL,85,228.2,77.6
MG_209,LN,76,239.4,89
MG_210,BJ,66,215,54
MG_210,HeB,61,156.4,43.5
MG_210,HN,64,191.8,46.8
MG_210,JL,82,214,71
MG_210,LN,77,191.18,73.75
MG_211,BJ,62,210,46.67
MG_211,HeB,56,190.8,73.83
MG_211,HN,56,165.67,56.8
MG_211,JL,81,200,74.25
MG_211,LN,69,182,110
MG_212,BJ,65,254.5,70
MG_212,HeB,55,163.4,99.12
MG_212,HN,63,157,53.4
MG_212,JL,81,194.4,112.4
MG_212,LN,73,170.25,118
MG_213,BJ,60,256.75,90
MG_213,HeB,57,234.8,101
MG_213,HN,57,235.75,86.2
MG_213,JL,82,253.25,161.2
MG_213,LN,73,260,168
MG_214,BJ,63,236.6,106.67
MG_214,HeB,56,214,136.25
MG_214,HN,63,196.8,68
MG_214,JL,81,200,86.8
MG_214,LN,72,222.04,154
MG_215,BJ,59,224.8,82.5
MG_215,HeB,52,203.4,76.4
MG_215,HN,56,198.2,58.8
MG_215,JL,82,218,124
MG_215,LN,72,208.28,106.25
MG_216,BJ,65,177.6,116
MG_216,HeB,56,158.8,145.38
MG_216,HN,60,130,101.6
MG_216,JL,79,189.8,139.8
MG_216,LN,70,185.34,143.33
MG_217,BJ,62,230,116.67
MG_217,HeB,57,161.5,119
MG_217,HN,65,182.5,68.2
MG_217,JL,82,197.6,164.8
MG_217,LN,69,201.6,175
MG_218,BJ,65,206.75,83.33
MG_218,HeB,57,199.8,88.1
MG_218,HN,57,180.5,79.8
MG_218,JL,83,220,181
MG_218,LN,71,225.88,146
MG_219,BJ,63,226.2,80
MG_219,HeB,55,203.75,81.38
MG_219,HN,58,200.25,57.6
MG_219,JL,77,212,73.4
MG_219,LN,74,219.75,97
MG_220,BJ,65,244.2,118
MG_220,HeB,58,220,115.1
MG_220,HN,59,216.4,122.2
MG_220,JL,76,234.8,85.6
MG_220,LN,76,235.6,141
MG_221,BJ,67,219.6,56
MG_221,HeB,58,234,97.8
MG_221,HN,58,202.4,83.6
MG_221,JL,89,211,50.6
MG_221,LN,78,216.8,146.67
MG_222,BJ,61,243.6,90
MG_222,HeB,53,239.25,106
MG_222,HN,55,205.6,78.8
MG_222,JL,74,226.5,106.75
MG_222,LN,68,215.4,NA
MG_223,BJ,58,210.2,100
MG_223,HeB,53,205.2,88.5
MG_223,HN,58,165.6,66.8
MG_223,JL,72,216.75,138.4
MG_223,LN,71,212,177.5
MG_224,BJ,64,195.5,86
MG_224,HeB,57,203,88.5
MG_224,HN,59,170.25,69.2
MG_224,JL,83,183,135.75
MG_224,LN,73,184.97,145
MG_225,BJ,67,206.2,70
MG_225,HeB,58,192.75,NA
MG_225,HN,74,123.5,NA
MG_225,JL,83,190,98.6
MG_225,LN,74,171,90
MG_226,BJ,66,178.6,120
MG_226,HeB,60,157.25,87.9
MG_226,HN,60,156,80.6
MG_226,JL,84,185.75,105.6
MG_226,LN,71,194.4,136.25
MG_227,BJ,63,258.2,73.33
MG_227,HeB,58,232.4,84.1
MG_227,HN,61,208.4,77.6
MG_227,JL,83,235.2,127.4
MG_227,LN,72,254.2,115
MG_228,BJ,67,189.2,90
MG_228,HeB,62,170.5,125.8
MG_228,HN,59,172,84.4
MG_228,JL,83,179.6,114.8
MG_228,LN,73,180.25,110
MG_229,BJ,56,210.4,80
MG_229,HeB,55,195.8,66.75
MG_229,HN,56,193,70.6
MG_229,JL,77,239.5,86.8
MG_229,LN,72,235.6,90
MG_230,BJ,56,220.5,80
MG_230,HeB,66,191,67
MG_230,HN,53,195.8,59.2
MG_230,JL,75,228.75,110.6
MG_230,LN,65,213.2,123
MG_231,BJ,67,211.5,155
MG_231,HeB,59,204.75,96.6
MG_231,HN,62,188.2,96.75
MG_231,JL,86,233.25,130.6
MG_231,LN,75,205.84,156.25
MG_232,BJ,69,220,70
MG_232,HeB,63,212.75,122.5
MG_232,HN,64,200.4,100.4
MG_232,JL,84,240,95.4
MG_232,LN,73,239.88,135
MG_233,BJ,67,233,88
MG_233,HeB,60,247,133.6
MG_233,HN,60,205.4,79.6
MG_233,JL,84,213.4,160
MG_233,LN,73,234.5,115
MG_234,BJ,64,194.75,66.67
MG_234,HeB,60,167.4,62.25
MG_234,HN,59,163.2,61
MG_234,JL,80,203.4,112.6
MG_234,LN,74,190.75,93
MG_235,BJ,66,206.8,82
MG_235,HeB,56,187.6,73.5
MG_235,HN,59,205,63.6
MG_235,JL,79,194.25,89.8
MG_235,LN,72,196.5,111
MG_236,BJ,63,223.6,36.67
MG_236,HeB,64,188.33,42.5
MG_236,HN,59,193.6,49
MG_236,JL,81,209.2,72.2
MG_236,LN,73,236.2,113.75
MG_237,BJ,57,186.75,86
MG_237,HeB,51,161.4,95.9
MG_237,HN,58,182.62,66.4
MG_237,JL,74,215.2,90.8
MG_237,LN,66,206.48,108
MG_238,BJ,58,233.75,66
MG_238,HeB,56,216.6,95
MG_238,HN,58,227.5,79.4
MG_238,JL,74,221,43.4
MG_238,LN,73,215.8,117.5
MG_239,BJ,57,244.25,137.5
MG_239,HeB,54,256.25,134.7
MG_239,HN,58,242.75,94.6
MG_239,JL,78,250,92
MG_239,LN,68,251,147
MG_240,BJ,65,220.25,82.5
MG_240,HeB,60,211.2,101.75
MG_240,HN,58,196.4,76
MG_240,JL,83,240.8,92
MG_240,LN,72,234.25,115
MG_241,BJ,68,218,65
MG_241,HeB,62,201,84.75
MG_241,HN,63,161.6,55.2
MG_241,JL,89,210.2,71.4
MG_241,LN,76,190.2,97.5
MG_242,BJ,58,201,76.67
MG_242,HeB,57,174,87
MG_242,HN,60,161.6,47
MG_242,JL,74,209,121.8
MG_242,LN,67,212.34,127
MG_243,BJ,62,215.6,85.33
MG_243,HeB,61,205.75,112.83
MG_243,HN,63,175.6,87.1
MG_243,JL,80,212.8,119.4
MG_243,LN,76,202.82,135
MG_244,BJ,60,223.75,105
MG_244,HeB,56,209.4,96
MG_244,HN,59,185.25,84.2
MG_244,JL,77,232.2,99
MG_244,LN,70,225.94,89
MG_245,BJ,66,215.6,150
MG_245,HeB,60,201.8,141.2
MG_245,HN,65,180.5,73.2
MG_245,JL,77,215.75,85.6
MG_245,LN,70,206.8,88
MG_246,BJ,68,235,46
MG_246,HeB,66,223.75,70.2
MG_246,HN,64,213.75,67.4
MG_246,JL,89,210.8,112.4
MG_246,LN,78,221.38,103
MG_247,BJ,61,168,70
MG_247,HeB,56,114,93.33
MG_247,HN,62,129.2,62
MG_247,JL,81,223,112
MG_247,LN,73,166,61
MG_248,BJ,61,222.4,NA
MG_248,HeB,57,227.8,94.25
MG_248,HN,61,194.6,40
MG_248,JL,80,251.25,63
MG_248,LN,70,241,118.75
MG_249,BJ,74,227.5,30
MG_249,HeB,63,160.4,63
MG_249,HN,60,148.9,39.6
MG_249,JL,89,217.6,56.4
MG_249,LN,80,188,NA
MG_250,BJ,56,217.6,66.67
MG_250,HeB,54,200,76.5
MG_250,HN,54,204.4,56.2
MG_250,JL,75,230.4,74.2
MG_250,LN,68,206.75,109
MG_251,BJ,65,188.4,43.33
MG_251,HeB,56,163.75,108.62
MG_251,HN,59,180.75,88.8
MG_251,JL,87,215.6,95.2
MG_251,LN,72,181.06,150
MG_252,BJ,65,218.6,120
MG_252,HeB,58,224,111.1
MG_252,HN,65,171.6,47.6
MG_252,JL,87,226.8,112.6
MG_252,LN,74,217.28,126.25
MG_253,BJ,61,203.25,95
MG_253,HeB,58,148.75,79.17
MG_253,HN,59,170.5,57.4
MG_253,JL,80,204.4,100.4
MG_253,LN,71,192.8,125
MG_254,BJ,61,240.8,60
MG_254,HeB,56,213.25,95.25
MG_254,HN,59,217.4,58.4
MG_254,JL,84,252,99.6
MG_254,LN,71,238.75,115
MG_255,BJ,67,208,76.67
MG_255,HeB,62,206,78.5
MG_255,HN,65,201.4,56.75
MG_255,JL,84,221.6,140.8
MG_255,LN,73,232,135
MG_256,BJ,63,187.5,55
MG_256,HeB,63,203,101.7
MG_256,HN,64,181.4,61.4
MG_256,JL,83,242.2,82.6
MG_256,LN,77,194.6,136.67
MG_257,BJ,67,241.2,104
MG_257,HeB,62,187.8,81.3
MG_257,HN,59,197.5,62
MG_257,JL,84,252.8,124.2
MG_257,LN,75,250.9,115
MG_258,BJ,64,212,66.67
MG_258,HeB,58,181,70.5
MG_258,HN,69,146,NA
MG_258,JL,83,210.5,86.8
MG_258,LN,72,185.5,117
MG_259,BJ,67,178,15
MG_259,HeB,62,157.5,57.5
MG_259,HN,63,162.6,45.8
MG_259,JL,85,189.8,42.4
MG_259,LN,74,193.18,88.33
MG_260,BJ,67,288.25,80
MG_260,HeB,57,215.4,102.9
MG_260,HN,64,204.75,102.6
MG_260,JL,86,228.5,119.6
MG_260,LN,79,226.7,93
MG_261,BJ,59,234.4,72.5
MG_261,HeB,55,206,82.7
MG_261,HN,60,176.75,38.2
MG_261,JL,74,222,68
MG_261,LN,68,233.8,107
MG_262,BJ,66,181.25,26
MG_262,HeB,61,197.5,81
MG_262,HN,60,169.5,38.4
MG_262,JL,88,192.75,13.8
MG_262,LN,76,192,130
MG_263,BJ,58,237,57.5
MG_263,HeB,56,215.8,56.33
MG_263,HN,58,197.7,39.6
MG_263,JL,79,230.5,49
MG_263,LN,70,225.2,113.75
MG_264,BJ,63,248.6,90
MG_264,HeB,56,130.75,110.5
MG_264,HN,58,229.2,108.8
MG_264,JL,81,234.4,99.8
MG_264,LN,73,258.4,190
MG_265,BJ,69,211.2,60
MG_265,HeB,56,198,123.5
MG_265,HN,60,193,62
MG_265,JL,81,226.2,67
MG_265,LN,72,234.5,137.5
MG_266,BJ,66,241.2,48
MG_266,HeB,62,211,116.5
MG_266,HN,63,205.4,79.6
MG_266,JL,87,200,64.8
MG_266,LN,71,226.2,107.5
MG_267,BJ,64,218.5,80
MG_267,HeB,54,163.2,94.88
MG_267,HN,54,162.6,60.8
MG_267,JL,74,211.8,113.2
MG_267,LN,67,201,113.33
MG_268,BJ,64,226.75,83.33
MG_268,HeB,62,203.25,NA
MG_268,HN,64,204.8,NA
MG_268,JL,82,240.25,27
MG_268,LN,72,232.75,33.33
MG_269,BJ,63,239.6,96.67
MG_269,HeB,55,207,98.4
MG_269,HN,56,206.4,71.8
MG_269,JL,79,240.5,116.2
MG_269,LN,70,253,103.33
MG_270,BJ,61,194.25,134
MG_270,HeB,58,151,119.7
MG_270,HN,58,161.6,100.2
MG_270,JL,79,190.4,160.4
